AveragePolicyStd,MinReturn,LossBefore,LossAfter,AvgRewardContact,dLoss,PolicyExecTime,AverageDiscountedReturn,StdReturn,ItrTime,Time,AvgRewardFlipped,AvgRewardCtrl,ExplainedVariance,AverageReturn,Perplexity,ProcessExecTime,MeanKL,Entropy,Iteration,AvgRewardFwd,MaxReturn,MeanKLBefore,EnvExecTime,NumTrajs
0.760057,2.0978938051,-0.914037704468,-0.940703809261,-0.00152478787803,0.0266661047935,0.42437076568603516,75.4267056319,82.8573134429,15.89469313621521,3644.563281774521,0.0,-0.117484398212,0.785639498532,445.643779127,9324.23,0.24991130828857422,0.00640325015411,9.14037,285,1.01029674434,563.773926951,0.0,13.803825616836548,40
0.758522,25.9753342048,-0.912361800671,-0.939299404621,-0.00150396782075,0.0269376039505,0.4303555488586426,74.7087322383,112.6966906,15.841626644134521,3660.4093539714813,0.0,-0.117142714518,0.595378259512,431.204709338,9169.32,0.2686746120452881,0.00640567298979,9.12362,286,0.981056101015,527.551648037,0.0,13.698230266571045,40
0.757378,241.716639062,-0.910957336426,-0.93825095892,-0.00148901914989,0.0272936224937,0.46007776260375977,76.7013517138,57.8630759913,15.90531063079834,3676.320054769516,0.0,-0.117481187552,0.770204026865,447.84350813,9041.45,0.2423710823059082,0.0064028436318,9.10957,287,1.01465722296,523.089681275,0.0,13.780621528625488,40
0.755938,294.6963066,-0.909539818764,-0.93677675724,-0.00150785149368,0.0272369384766,0.45284318923950195,72.5521897227,55.6387034999,15.724201202392578,3692.051584482193,0.0,-0.11733321231,0.773131060453,450.840748195,8914.17,0.2426600456237793,0.00644558714703,9.0954,288,1.02052256019,566.332187251,0.0,13.598475933074951,40
0.75435,62.2046892985,-0.907996475697,-0.94294822216,-0.00149270143832,0.0349517464638,0.4440572261810303,76.7310259518,73.6909039641,15.889544010162354,3707.9481766223907,0.0,-0.118154449679,0.75570176768,452.805920481,8777.6,0.27878427505493164,0.00998241268098,9.07996,289,1.02525899208,525.032838153,0.0,13.767690420150757,40
0.754195,-21.0087099417,-0.90790694952,-0.949511349201,-0.00150364378235,0.0416043996811,0.4345872402191162,76.0988597514,84.9308342314,15.201372861862183,3723.1549179553986,0.0,-0.117711523268,0.708790126189,439.707922145,8769.8,0.189162015914917,0.00998183619231,9.07907,290,0.99863101134,544.280765146,0.0,13.542433977127075,40
0.753145,-4.74638341961,-0.906664252281,-0.942996501923,-0.00149087098761,0.0363322496414,0.2933070659637451,74.7477227732,107.099664533,12.069786310195923,3735.2288513183594,0.0,-0.117213260595,0.705939736365,443.498245414,8661.49,0.15953922271728516,0.00992517825216,9.06664,291,1.00570062241,563.383309818,0.0,10.609247207641602,40
0.7534,369.965473151,-0.906979322433,-0.931469023228,-0.00148226767052,0.0244897007942,0.27410387992858887,76.5910330998,43.2458121656,11.73023271560669,3746.9638023376465,0.0,-0.117110150133,0.790716818612,458.051981603,8688.85,0.1618797779083252,0.00646232627332,9.0698,292,1.03469638101,560.385333856,0.0,10.253580093383789,40
0.748865,262.859094258,-0.902238488197,-0.948436439037,-0.00148327355664,0.04619795084,0.27844715118408203,77.8892844496,49.3517037222,11.784570932388306,3758.7523334026337,0.0,-0.116662049628,0.706784673073,456.248297127,8286.5,0.15969491004943848,0.0064554521814,9.02238,293,1.03064191744,581.781038768,0.0,10.33227276802063,40
0.748219,310.096512738,-0.901575028896,-0.92763787508,-0.00146804950856,0.0260628461838,0.305957555770874,78.3429044201,47.9400782095,12.617294311523438,3771.374011039734,0.0,-0.116607026262,0.813837225107,472.436778125,8231.71,0.24091076850891113,0.00642367312685,9.01575,294,1.06294863202,585.978291796,0.0,10.836974143981934,40
